year,plant,district,region,area_type,months,days_observed,production_m3,billed_m3,nrw_m3,physical_loss_m3,commercial_loss_m3,nrw_value_rm,physical_loss_value_rm,nrw_sunk_cost_rm,billed_revenue_rm,opex_rm,energy_cost_rm,energy_kwh,pipe_bursts,complaints,supply_interruption_hr,pipe_length_km,plant_age_yr,meter_age_yr,capacity_m3_day,capacity_utilisation_pct,customer_accounts,population_served,tariff_rm_m3,cost_per_m3_rm,pressure_bar,water_quality_compliance_pct,nrw_pct_monthly_sd,nrw_pct,physical_share_pct,nrw_per_km_m3,physical_loss_per_km_m3,bursts_per_100km,account_density,nrw_per_account_m3,loss_per_connection_l_day,operating_margin_pct,asset_age_index,complete_year,annualise,nrw_m3_annualised,production_m3_annualised,billed_m3_annualised,physical_loss_m3_annualised,commercial_loss_m3_annualised,nrw_value_rm_annualised,nrw_sunk_cost_rm_annualised,billed_revenue_rm_annualised,opex_rm_annualised,pipe_bursts_annualised,pr_nrw_per_km_m3,pr_bursts_per_100km,pr_plant_age_yr,pr_account_density,lips,lips_rank,volume_rank,rate_rank,rank_gap
2023,SIMPANG JENGKA,MARAN,TENGAH,Pinggir Bandar,12,365,4026302,2363073,1663229,1122680,540549,1979242.5099999998,1335989.2,428160.107,2812056.87,1036156.3300000001,601942.33,1618918,26,205,75.2,40.0,28.0,7.8,15700.0,70.25833333333334,9516.083333333334,39807.0,1.19,0.25708333333333333,2.5658333333333334,98.325,2.2668894721154533,41.309097032463036,67.50002555270501,41580.725,28067.0,65.0,237.90208333333334,174.78083595316699,323.2249559715593,63.153080542073106,61.5,True,1.0,1663229.0,4026302.0,2363073.0,1122680.0,540549.0,1979242.5099999998,428160.107,2812056.87,1036156.3300000001,26.0,60.810810810810814,95.94594594594594,66.8918918918919,55.4054054054054,70.0,11,25,33,8
2023,RUNCHANG AGRO,PEKAN,PANTAI TIMUR,Pinggir Bandar,12,365,8100683,4823647,3277036,2549533,727503,3703050.6799999997,2880972.2899999996,827390.007,5450721.11,2045108.58,1391861.58,3712454,25,339,77.1,53.0,21.0,12.1,31500.0,70.43333333333334,18976.833333333332,80206.0,1.13,0.2528333333333333,2.53,98.71666666666668,2.3039327378649883,40.45382346155256,77.7999692404966,61830.8679245283,48104.3962264151,47.16981132075472,358.05345911949684,172.68613484863124,368.0815336844865,62.48003633412827,61.74999999999999,True,1.0,3277036.0,8100683.0,4823647.0,2549533.0,727503.0,3703050.6799999997,827390.007,5450721.11,2045108.58,25.0,91.8918918918919,37.83783783783784,48.64864864864865,83.78378378378379,68.51,12,9,34,25
2023,PADANG PIOL,JERANTUT,TENGAH,Pinggir Bandar,12,365,7806540,4466192,3340348,2765809,574539,4068543.864,3368755.362,794701.047,5439821.84,1858432.03,1173210.03,3129064,23,304,73.5,49.0,14.0,7.8,26900.0,79.50833333333334,18646.916666666668,77012.0,1.218,0.2383333333333333,2.6083333333333334,97.94166666666666,2.611904564593709,42.78909734658376,82.8000256260725,68170.36734693877,56445.08163265306,46.93877551020408,380.5493197278912,179.1367473621644,406.370610196123,65.8365276536336,40.5,True,1.0,3340348.0,7806540.0,4466192.0,2765809.0,574539.0,4068543.864,794701.047,5439821.84,1858432.03,23.0,94.5945945945946,35.13513513513514,27.027027027027028,86.48648648648648,65.0,13,8,30,22
2023,BUKIT BETONG,LIPIS,BARAT,Pinggir Bandar,12,365,6811279,4712249,2099030,1221636,877394,2415983.53,1406103.036,525354.397,5423798.59,1702666.78,1126447.78,2998950,23,278,73.1,48.0,31.0,9.6,30300.0,61.583333333333336,16257.916666666666,67816.0,1.151,0.25033333333333335,2.734166666666667,98.375,1.6364225578617493,30.81697284753715,58.20002572616876,43729.791666666664,25450.75,47.91666666666667,338.70659722222223,129.1081780670955,205.86573383462292,68.60748510943507,70.5,True,1.0,2099030.0,6811279.0,4712249.0,1221636.0,877394.0,2415983.53,525354.397,5423798.59,1702666.78,23.0,66.21621621621621,39.189189189189186,80.4054054054054,79.72972972972973,64.32,14,23,70,47
2023,KECHAU,LIPIS,BARAT,Pinggir Bandar,12,365,6331468,3501041,2830427,1675615,1154812,3407834.108,2017440.46,646413.848,4215253.36,1447076.22,813127.22,2159191,24,258,81.4,49.0,20.0,12.9,24500.0,70.75,14793.75,62704.0,1.204,0.22858333333333333,2.558333333333333,98.04166666666667,2.0866821569760967,44.70411917109903,59.200078292073954,57763.816326530614,34196.22448979592,48.97959183673469,301.91326530612247,191.32586396282213,310.31523632596605,65.67048059953389,62.25000000000001,True,1.0,2830427.0,6331468.0,3501041.0,1675615.0,1154812.0,3407834.108,646413.848,4215253.36,1447076.22,24.0,83.78378378378379,40.54054054054054,45.27027027027027,75.67567567567568,64.05,15,14,25,11
2023,KERTAU,MARAN,TENGAH,Pinggir Bandar,12,365,5535890,3431724,2104166,1552875,551291,2579707.516,1903824.75,438935.753,4207293.63,1154529.02,769313.02,2045200,23,213,87.6,44.0,19.0,8.2,19700.0,76.96666666666665,13101.5,54676.0,1.226,0.20875,2.5025,98.88333333333333,1.9598044120098628,38.00953414898056,73.80002338218563,47821.954545454544,35292.61363636364,52.27272727272727,297.7613636363636,160.60496889669122,324.73014958550704,72.55886749221257,49.0,True,1.0,2104166.0,5535890.0,3431724.0,1552875.0,551291.0,2579707.516,438935.753,4207293.63,1154529.02,23.0,72.97297297297297,60.810810810810814,41.891891891891895,74.32432432432432,63.92,16,22,45,23
2023,SG BERA (TEMBANGAU),BERA,TENGAH,Pinggir Bandar,12,365,3521556,2175378,1346178,918093,428085,1541373.81,1051216.485,373157.705,2490807.84,975792.72,647249.72,1720306,20,149,64.1,35.0,27.0,10.1,12200.0,79.10000000000001,8340.333333333334,35177.0,1.145,0.2771666666666667,2.395,97.96666666666665,1.9901842460770633,38.22679520075785,68.19997058338497,38462.22857142857,26231.22857142857,57.14285714285714,238.29523809523812,161.40577914551776,301.58546273185317,60.82424728516994,65.75,True,1.0,1346178.0,3521556.0,2175378.0,918093.0,428085.0,1541373.81,373157.705,2490807.84,975792.72,20.0,52.702702702702695,83.1081081081081,62.83783783783784,56.75675675675676,62.94,17,33,44,11
2023,BRINCHANG,CAMERON HIGHLANDS,BARAT,Pinggir Bandar,12,365,7264060,4956937,2307123,1626522,680601,2699333.9099999997,1903030.74,538353.617,5799616.29,1696386.42,940480.42,2497329,25,307,88.0,56.0,37.0,14.0,30000.0,66.31666666666666,17235.5,72978.0,1.17,0.23366666666666666,2.611666666666667,98.25,1.9397555297386098,31.760792174073455,70.5000123530475,41198.625,29045.035714285714,44.642857142857146,307.7767857142857,133.85877984392678,258.549195412622,70.750023188172,90.5,True,1.0,2307123.0,7264060.0,4956937.0,1626522.0,680601.0,2699333.9099999997,538353.617,5799616.29,1696386.42,25.0,58.108108108108105,27.027027027027028,96.62162162162163,78.37837837837837,61.08,18,18,67,49
2023,SG SEMANTAN,RAUB,BARAT,Pinggir Bandar,12,365,6794240,3775115,3019125,2454547,564578,3559548.375,2893910.913,746397.414,4450860.57,1678010.6400000001,1050922.64,2785601,27,264,91.6,52.0,10.0,8.0,29800.0,62.449999999999996,15948.25,67187.0,1.179,0.24691666666666667,2.421818181818182,98.425,2.6603144038389015,44.43653741993218,81.29994617645842,58060.096153846156,47202.82692307692,51.92307692307693,306.69711538461536,189.30760428260155,421.6629599717752,62.299186559330934,35.0,True,1.0,3019125.0,6794240.0,3775115.0,2454547.0,564578.0,3559548.375,746397.414,4450860.57,1678010.6400000001,27.0,85.13513513513513,52.702702702702695,10.81081081081081,77.02702702702703,60.95,19,12,26,14
2023,KUALA MEDANG,LIPIS,BARAT,Luar Bandar,12,365,2295963,905261,1390702,852502,538200,1424078.848,872962.048,388269.049,926987.28,641439.27,394269.27,1049894,16,108,54.6,28.0,9.0,5.5,9600.0,65.53333333333333,5506.25,23097.0,1.024,0.2796666666666667,2.1983333333333333,97.91666666666667,3.7816442631920477,60.57162070991562,61.30012037086306,49667.92857142857,30446.5,57.14285714285714,196.65178571428572,252.5679001135074,424.17651174723613,30.803875755447258,27.250000000000004,True,1.0,1390702.0,2295963.0,905261.0,852502.0,538200.0,1424078.848,388269.049,926987.28,641439.27,16.0,78.37837837837837,83.1081081081081,4.72972972972973,50.0,60.57,20,30,2,-28
2023,JENGKA UTAMA,MARAN,TENGAH,Bandar,12,365,63767488,41960009,21807479,12364841,9442638,28371530.178999998,16086658.140999999,6704701.728,54589971.71,19597722.63,13549982.629999999,36454840,145,2558,489.8,365.0,20.0,9.7,241900.0,72.20833333333333,150580.66666666666,633089.0,1.301,0.3075833333333333,2.6036363636363635,98.39166666666667,2.0676439527035395,34.19842882943735,56.70000186633219,59746.51780821918,33876.27671232877,39.726027397260275,412.5497716894977,144.82256907703956,224.97095717685386,64.10014144335962,54.25,True,1.0,21807479.0,63767488.0,41960009.0,12364841.0,9442638.0,28371530.178999998,6704701.728,54589971.71,19597722.63,145.0,89.1891891891892,6.756756756756757,45.27027027027027,91.8918918918919,60.2,21,2,60,58
2023,JAWI-JAWI,BENTONG,BARAT,Pinggir Bandar,12,365,4681203,2733605,1947598,1164664,782934,2296218.042,1373138.8560000001,552655.263,3222920.28,1327383.79,869324.79,2321426,18,208,61.6,40.0,26.0,3.7999999999999994,19800.0,64.75833333333334,10980.916666666666,46043.0,1.179,0.28341666666666665,2.6975,98.14166666666667,2.3065125189341598,41.604647352400654,59.80002033273807,48689.95,29116.6,45.0,274.5229166666667,177.3620599373155,290.5823230276103,58.814253078577536,48.5,True,1.0,1947598.0,4681203.0,2733605.0,1164664.0,782934.0,2296218.042,552655.263,3222920.28,1327383.79,18.0,75.67567567567568,29.72972972972973,60.13513513513513,66.21621621621621,59.66,22,24,31,7
2023,LEPAR UTARA,JERANTUT,TENGAH,Luar Bandar,12,365,2123759,1243819,879940,666115,213825,868500.78,657455.505,204672.846,1227649.36,493525.1,281077.1,746230,17,92,56.7,27.0,29.0,9.9,7500.0,77.60000000000001,5095.75,20966.0,0.987,0.23258333333333334,2.617272727272727,98.28333333333335,2.6884714593759003,41.433138129138,75.70004773052709,32590.37037037037,24670.925925925927,62.96296296296296,188.7314814814815,172.68115586518178,358.1362120864889,59.79918076933629,68.25,True,1.0,879940.0,2123759.0,1243819.0,666115.0,213825.0,868500.78,204672.846,1227649.36,493525.1,17.0,36.486486486486484,94.5945945945946,73.64864864864865,44.5945945945946,59.66,23,48,32,-16
2023,NENASI,PEKAN,PANTAI TIMUR,Luar Bandar,12,365,2154152,1155578,998574,658060,340514,998574.0,658060.0,244870.732,1155578.0,528388.35,305198.35,820437,15,86,50.4,26.0,22.0,7.599999999999999,8600.0,68.60833333333333,5047.75,21250.0,1.0,0.24558333333333335,2.464166666666667,97.99166666666667,2.003841008632869,46.35578176470369,65.89997336201424,38406.692307692305,25310.0,57.692307692307686,194.14423076923077,197.8255658461691,357.1698498517243,54.274973216866364,52.0,True,1.0,998574.0,2154152.0,1155578.0,658060.0,340514.0,998574.0,244870.732,1155578.0,528388.35,15.0,51.35135135135135,86.48648648648648,50.67567567567568,48.64864864864865,59.59,24,41,20,-21
2023,BATU MALIM,RAUB,BARAT,Pinggir Bandar,12,365,4425600,3042280,1383320,1163370,219950,1683500.4400000002,1415821.29,318587.145,3702454.75,1017509.72,698553.72,1856160,20,210,68.7,39.0,33.0,11.4,14600.0,82.98333333333333,10308.666666666666,43825.0,1.217,0.23016666666666666,2.6091666666666664,98.93333333333334,1.7490040455971356,31.257230657989876,84.0998467455108,35469.743589743586,29830.0,51.28205128205128,264.3247863247863,134.1900019401151,309.18790679297206,72.51797013859522,78.0,True,1.0,1383320.0,4425600.0,3042280.0,1163370.0,219950.0,1683500.4400000002,318587.145,3702454.75,1017509.72,20.0,48.64864864864865,48.64864864864865,85.13513513513513,62.16216216216216,57.97,25,31,68,37
2023,JENDERAK UTARA,TEMERLOH,TENGAH,Pinggir Bandar,12,365,7694198,4913992,2780206,1709827,1070379,3205577.518,1971430.5310000002,758393.561,5665832.78,2099310.39,1402871.39,3735730,28,312,95.5,61.0,23.0,9.8,29800.0,70.75833333333334,18104.916666666668,75570.0,1.153,0.2728333333333333,2.3591666666666664,98.425,2.1193731205812787,36.133798480361435,61.500011150252895,45577.147540983606,28029.950819672133,45.90163934426229,296.801912568306,153.5608283201156,258.73952476518303,62.94789360161809,59.0,True,1.0,2780206.0,7694198.0,4913992.0,1709827.0,1070379.0,3205577.518,758393.561,5665832.78,2099310.39,28.0,70.27027027027027,32.432432432432435,53.37837837837838,72.97297297297297,57.84,26,16,55,39
2023,ULU JEMPOL,MARAN,TENGAH,Luar Bandar,12,365,2311863,1451298,860565,647144,213421,826142.4,621258.24,257897.675,1393246.08,692257.55,441697.55,1166600,19,113,68.3,31.0,35.0,8.5,9200.0,68.85833333333333,5556.916666666667,23026.0,0.96,0.29941666666666666,2.5472727272727274,98.58333333333333,1.9295940851208393,37.22387529018804,75.1998977416,27760.16129032258,20875.612903225807,61.29032258064516,179.25537634408605,154.8637583791971,319.0613368217937,50.31333230092419,73.75,True,1.0,860565.0,2311863.0,1451298.0,647144.0,213421.0,826142.4,257897.675,1393246.08,692257.55,19.0,25.675675675675674,93.24324324324324,89.86486486486487,41.891891891891895,57.84,27,49,49,0
2023,BATU EMBUN,JERANTUT,TENGAH,Luar Bandar,12,365,1545256,761802,783454,655750,127704,764651.1039999999,640012.0,225499.72100000002,743518.76,444636.06,287490.06,767402,13,74,47.8,24.0,37.0,10.5,6200.0,68.3,3612.3333333333335,15174.0,0.976,0.2881666666666667,2.5124999999999997,97.89166666666667,2.8146128427450665,50.70059588831883,83.69987261536733,32643.916666666668,27322.916666666668,54.166666666666664,150.51388888888889,216.88308572483157,497.34483966016984,40.19840736769036,81.75000000000001,True,1.0,783454.0,1545256.0,761802.0,655750.0,127704.0,764651.1039999999,225499.72100000002,743518.76,444636.06,13.0,37.83783783783784,71.62162162162163,96.62162162162163,28.37837837837838,56.62,28,54,14,-40
2023,TRIANG,BERA,TENGAH,Bandar,12,365,69102890,45007030,24095860,15276775,8819085,30336687.74,19233459.724999998,5701911.608,56663850.77,16353984.17,9727726.17,25819897,116,2799,389.1,294.0,8.0,4.2,249600.0,75.85000000000001,165509.75,687620.0,1.259,0.23683333333333334,2.379166666666667,98.19166666666666,1.6576727022783442,34.86954018855072,63.39999900397828,81958.7074829932,51961.819727891154,39.455782312925166,562.9583333333334,145.5857434380754,252.88043805390186,71.13859374580589,22.5,True,1.0,24095860.0,69102890.0,45007030.0,15276775.0,8819085.0,30336687.74,5701911.608,56663850.77,16353984.17,116.0,100.0,5.405405405405405,2.027027027027027,98.64864864864865,56.55,29,1,58,57
2023,SEMAMBU,KUANTAN,PANTAI TIMUR,Bandar,12,365,73890631,52679482,21211149,13044857,8166292,27150270.72,16697416.959999999,5648970.084000001,67429736.96,19671364.56,12909490.559999999,34129253,199,2940,622.3,437.0,14.0,8.6,286400.0,70.7,170465.16666666666,733316.0,1.28,0.26625000000000004,2.6133333333333333,98.425,1.2702600545008909,28.706141378059147,61.50000172079315,48538.098398169335,29850.931350114417,45.53775743707094,390.080472921434,124.43098736692052,209.65769690919458,70.82687038855089,42.5,True,1.0,21211149.0,73890631.0,52679482.0,13044857.0,8166292.0,27150270.72,5648970.084000001,67429736.96,19671364.56,199.0,74.32432432432432,31.08108108108108,27.027027027027028,87.83783783783784,56.08,30,4,74,70
2023,MELA,LIPIS,BARAT,Pinggir Bandar,12,365,6101115,3883515,2217600,1725291,492309,2592374.4,2016865.179,488890.257,4539829.0600000005,1346478.42,855738.42,2270819,17,244,62.1,40.0,15.0,5.400000000000001,21500.0,77.75,14287.166666666666,60170.0,1.169,0.221,2.494,98.78333333333335,2.4102527215663887,36.347454522656925,77.79991883116884,55440.0,43132.275,42.5,357.1791666666667,155.2162196843321,330.8440902115591,70.34076829315684,36.0,True,1.0,2217600.0,6101115.0,3883515.0,1725291.0,492309.0,2592374.4,488890.257,4539829.0600000005,1346478.42,17.0,82.43243243243244,14.864864864864865,33.108108108108105,82.43243243243244,55.68,31,19,54,35
2023,LEPAR,PEKAN,PANTAI TIMUR,Pinggir Bandar,12,365,3332652,2175766,1156886,836427,320459,1411400.92,1020440.94,323266.18,2654434.52,931688.21,599363.21,1596735,18,156,61.0,35.0,37.0,7.2,12300.0,74.25,7912.75,33231.0,1.22,0.2794166666666667,2.4458333333333333,98.5,1.9411024671250066,34.713675475267145,72.29986359935205,33053.885714285716,23897.914285714287,51.42857142857142,226.07857142857142,146.20530157025055,289.6061194803081,64.90068965799918,73.50000000000001,True,1.0,1156886.0,3332652.0,2175766.0,836427.0,320459.0,1411400.92,323266.18,2654434.52,931688.21,18.0,39.189189189189186,50.0,96.62162162162163,54.054054054054056,55.61,32,38,59,21
2023,BUKIT FRASER,RAUB,BARAT,Luar Bandar,12,365,1469905,653156,816749,668099,148650,809398.259,662086.1089999999,221702.722,647277.58,399314.52,199530.52,531727,17,79,54.6,26.0,28.0,12.1,5300.0,76.00833333333334,3484.0833333333335,14568.0,0.991,0.27225,2.1,98.34166666666665,2.6588189449111006,55.56474738163351,81.79979406157828,31413.423076923078,25696.115384615383,65.38461538461539,134.00320512820514,234.42292329402758,525.3629273634142,38.30861251211574,72.24999999999999,True,1.0,816749.0,1469905.0,653156.0,668099.0,148650.0,809398.259,221702.722,647277.58,399314.52,17.0,33.78378378378378,97.2972972972973,66.8918918918919,21.62162162162162,54.46,33,51,7,-44
2023,LURAH BILUT,BENTONG,BARAT,Luar Bandar,12,365,1396042,729352,666690,538018,128672,628021.98,506812.95599999995,211874.212,687049.57,442792.43,276562.43,732910,15,73,49.7,25.0,36.0,10.4,5200.0,73.51666666666667,3231.8333333333335,13931.0,0.9419999999999998,0.3174166666666667,2.6916666666666664,98.50833333333333,2.324311563113741,47.75572654690905,80.69987550435734,26667.6,21520.72,60.0,129.27333333333334,206.28848434840904,456.0946576684707,35.55160364920976,80.0,True,1.0,666690.0,1396042.0,729352.0,538018.0,128672.0,628021.98,211874.212,687049.57,442792.43,15.0,24.324324324324326,91.21621621621621,92.56756756756756,20.27027027027027,54.09,34,58,17,-41
2023,BELIMBING,PEKAN,PANTAI TIMUR,Luar Bandar,12,365,1688904,896691,792213,564055,228158,801719.556,570823.66,234980.654,907451.3,501277.94,318140.94,844169,14,74,47.7,25.0,29.0,8.6,7200.0,64.22500000000001,3968.0833333333335,16676.0,1.012,0.2970833333333333,2.455833333333333,98.27499999999999,2.4209314510966844,46.90692899063535,71.19991719398698,31688.52,22562.2,56.00000000000001,158.72333333333333,199.64626078921393,389.4464996241413,44.759797027124215,65.0,True,1.0,792213.0,1688904.0,896691.0,564055.0,228158.0,801719.556,234980.654,907451.3,501277.94,14.0,35.13513513513514,79.05405405405406,73.64864864864865,33.78378378378378,53.61,35,53,19,-34
2023,MERAPOH,LIPIS,BARAT,Pinggir Bandar,12,365,4312328,2984488,1327840,1019784,308056,1497803.5199999998,1150316.352,364440.85,3366502.46,1182656.56,827955.56,2204063,14,186,47.6,34.0,32.0,11.5,15200.0,77.66666666666667,10020.833333333334,41626.0,1.128,0.2745,2.5845454545454545,97.71666666666665,1.7200026427041015,30.791720852402694,76.80021689360163,39054.117647058825,29993.647058823528,41.17647058823529,294.73039215686276,132.50794178794177,278.81201834078547,64.86987388091794,76.75,True,1.0,1327840.0,4312328.0,2984488.0,1019784.0,308056.0,1497803.5199999998,364440.85,3366502.46,1182656.56,14.0,54.054054054054056,8.783783783783784,82.43243243243244,71.62162162162163,51.05,36,35,71,36
