year,plant,district,region,area_type,months,days_observed,production_m3,billed_m3,nrw_m3,physical_loss_m3,commercial_loss_m3,nrw_value_rm,physical_loss_value_rm,nrw_sunk_cost_rm,billed_revenue_rm,opex_rm,energy_cost_rm,energy_kwh,pipe_bursts,complaints,supply_interruption_hr,pipe_length_km,plant_age_yr,meter_age_yr,capacity_m3_day,capacity_utilisation_pct,customer_accounts,population_served,tariff_rm_m3,cost_per_m3_rm,pressure_bar,water_quality_compliance_pct,nrw_pct_monthly_sd,nrw_pct,physical_share_pct,nrw_per_km_m3,physical_loss_per_km_m3,bursts_per_100km,account_density,nrw_per_account_m3,loss_per_connection_l_day,operating_margin_pct,asset_age_index,complete_year,annualise,nrw_m3_annualised,production_m3_annualised,billed_m3_annualised,physical_loss_m3_annualised,commercial_loss_m3_annualised,nrw_value_rm_annualised,nrw_sunk_cost_rm_annualised,billed_revenue_rm_annualised,opex_rm_annualised,pipe_bursts_annualised,pr_nrw_per_km_m3,pr_bursts_per_100km,pr_plant_age_yr,pr_account_density,lips,lips_rank,volume_rank,rate_rank,rank_gap,connections_per_km,cluster,archetype,actual_nrw_pct,expected_nrw_pct,unexplained_pp,anomaly_score,unexplained_m3,anomaly_months,worst_z,recent_z,step_shift_pp,step_p,trend_pp_yr,trend_p,trend_recent_pp_yr,volatility_pp,latest_nrw_pct,projected_nrw_pct_12m,projected_extra_m3,unexplained_signal,step_signal,deterioration_signal,trend_signal,pr_unexplained,pr_deterioration,pr_trend,criticality,criticality_rank
2025,LEPAR,PEKAN,PANTAI TIMUR,Pinggir Bandar,12,365,3522191,2340766,1181425,854171,327254,1441338.5,1042088.62,335340.91000000003,2855734.52,1000167.39,667947.39,1672398,17,142,53.0,35.0,39.0,9.2,12300.0,78.40833333333333,8331.25,34842.0,1.22,0.2838333333333333,2.480833333333333,98.4,1.8186533479473217,33.54233203139751,72.30006136657003,33755.0,24404.88571428572,48.57142857142857,238.03571428571428,141.80645161290323,280.89356585721777,64.97687782266259,81.5,True,1.0,1181425.0,3522191.0,2340766.0,854171.0,327254.0,1441338.5,335340.91000000003,2855734.52,1000167.39,17.0,43.24324324324324,47.2972972972973,96.62162162162164,54.054054054054056,56.55,27,37,54,17,238.03571428571428,1,Dense network · low loss rate,33.525,30.05625469949361,3.468745300506388,0.4347955750862012,122175.83478735895,0,2.416925221457792,0.44966050631772747,-0.47666666666665947,0.5744097595426221,-0.4480308880308881,0.2059814564873101,1.4055944055944036,1.7964191920540835,34.9,34.45196911196911,0.0,3.468745300506388,0.0,47.63513513513514,0.607876447876448,78.38,45.27,86.49,70.88,11
2025,SEKOR,PEKAN,PANTAI TIMUR,Luar Bandar,12,365,1486534,736165,750369,580035,170334,732360.144,566114.16,236084.28,718497.04,467349.65,270059.65,676729,17,82,50.8,25.0,24.0,9.4,5700.0,71.425,3559.333333333333,14888.0,0.976,0.3149166666666667,2.343636363636364,98.4,2.834353648728506,50.47775563828342,77.29996841553955,30014.76,23201.4,68.0,142.3733333333333,210.81728788162576,446.4704025945037,34.95454762068331,59.5,True,1.0,750369.0,1486534.0,736165.0,580035.0,170334.0,732360.144,236084.28,718497.04,467349.65,17.0,29.72972972972973,97.2972972972973,50.67567567567568,24.324324324324326,50.0,39,55,11,-44,142.37333333333333,0,Sparse network · high loss rate,50.49166666666667,44.73966065536731,5.752006011299358,0.45091428656942023,85505.5250400088,0,1.5141629294372552,-0.7708465822589674,-1.7299999999999898,0.20207814146389208,-0.25498069498069614,0.6302740193997539,-2.3874125874125878,2.6589863356800714,48.3,48.0450193050193,0.0,5.752006011299358,0.0,44.12162162162162,0.80092664092664,83.78,31.08,93.24,70.81,12
2025,SG KLOI,RAUB,BARAT,Luar Bandar,12,365,1895399,909502,985897,809423,176474,1000685.4549999998,821564.345,301800.308,923144.56,580439.65,395473.65,990243,12,76,37.9,25.0,12.0,9.0,6200.0,83.74166666666666,4503.5,18871.0,1.015,0.3065,2.265,98.31666666666666,2.1468087662360347,52.015274884074536,82.10015853583083,39435.88,32376.92,48.0,180.14,218.91795270345287,492.41640063816425,37.12364507677975,40.5,True,1.0,985897.0,1895399.0,909502.0,809423.0,176474.0,1000685.4549999998,301800.308,923144.56,580439.65,12.0,56.75675675675676,44.5945945945946,10.81081081081081,39.18918918918919,41.89,52,41,7,-34,180.14,0,Sparse network · high loss rate,52.01666666666667,49.77712748773754,2.239539178929133,0.4670810556783907,42448.203202031,0,2.216183923994527,0.790117746815439,-1.0233333333333405,0.4058109873909646,-0.9175289575289574,0.08172126475147215,1.7370629370629378,2.7011814401923293,55.0,54.08247104247104,0.0,2.239539178929133,0.0,62.63513513513514,0.13837837837837874,66.22,85.14,58.11,69.46,13
2025,KUALA MEDANG,LIPIS,BARAT,Luar Bandar,12,365,2457733,1079578,1378155,844809,533346,1411230.72,865084.416,402272.79,1105487.87,717272.25,440422.25,1102869,19,124,69.9,28.0,11.0,7.5,9600.0,70.125,5676.166666666667,24114.0,1.024,0.2919166666666666,2.275,97.55833333333334,2.2755618686781105,56.07423589136818,61.29999891158832,49219.82142857143,30171.75,67.85714285714286,202.7202380952381,242.7967818656957,407.7655469617615,35.11713068366821,35.25,True,1.0,1378155.0,2457733.0,1079578.0,844809.0,533346.0,1411230.72,402272.79,1105487.87,717272.25,19.0,78.37837837837837,95.27027027027027,4.72972972972973,48.64864864864865,63.41,17,30,6,-24,202.7202380952381,0,Sparse network · high loss rate,56.1,52.11705449603028,3.9829455039697232,0.47397030689084363,97890.1660230802,0,3.491481578467074,-0.1587037081121392,-3.163333333333341,0.012263112891330636,-2.0569884169884167,0.0020244229106900435,-0.30209790209790427,3.5798680488131924,56.9,54.84301158301158,0.0,3.9829455039697232,0.0,68.17567567567568,0.0,79.73,95.95,25.68,68.38,14
2025,BRINCHANG,CAMERON HIGHLANDS,BARAT,Pinggir Bandar,12,365,7782060,5507680,2274380,1603437,670943,2661024.6,1876021.29,555414.53,6443985.6,1897346.79,1091778.79,2747911,29,346,102.4,56.0,39.0,16.0,30000.0,71.09166666666667,18330.0,76629.0,1.17,0.244,2.5500000000000003,98.39166666666668,1.3224174374182602,29.225937605209936,70.4999604287762,40613.92857142857,28632.80357142857,51.78571428571429,327.32142857142856,124.0796508456083,239.6605609488151,70.55631548897315,98.5,True,1.0,2274380.0,7782060.0,5507680.0,1603437.0,670943.0,2661024.6,555414.53,6443985.6,1897346.79,29.0,59.45945945945946,64.86486486486487,96.62162162162164,78.37837837837837,71.08,10,18,69,51,327.32142857142856,1,Dense network · low loss rate,29.21666666666667,23.36250797211439,5.854158694552275,0.46430968081191143,455574.1421052748,0,2.6393116675171067,-0.058651370389269875,-1.7166666666666721,0.04514550127933968,-1.0843243243243246,0.0018078829676621028,-0.4699300699300706,1.8696136624751063,30.1,29.015675675675677,0.0,5.854158694552275,0.0,63.31081081081081,0.0,85.14,86.49,25.68,67.7,15
2025,PEKAN TAJAU,MARAN,TENGAH,Pinggir Bandar,12,365,3675732,2323944,1351788,1080080,271708,1524816.8639999998,1218330.24,361215.511,2621408.84,982761.64,677057.64,1700687,15,165,46.3,31.0,35.0,11.800000000000002,12700.0,79.3,8851.5,36613.0,1.128,0.2674166666666667,2.373333333333333,98.28333333333336,1.4871163880191596,36.77602175566663,79.90010267882242,43606.06451612903,34841.290322580644,48.38709677419355,285.53225806451616,152.71852228435858,334.3075509994049,62.51017296485502,82.0,True,1.0,1351788.0,3675732.0,2323944.0,1080080.0,271708.0,1524816.8639999998,361215.511,2621408.84,982761.64,15.0,67.56756756756756,45.94594594594595,85.13513513513513,64.86486486486487,65.27,14,33,40,7,285.53225806451616,1,Dense network · low loss rate,36.766666666666666,34.27069021604892,2.495976450617748,0.41871686049914597,91745.40510782077,1,3.995060652284408,-0.3631873320258499,-0.8200000000000003,0.31430494892130323,-0.2773745173745178,0.3944942798435853,-1.0405594405594425,1.6411378166788224,37.0,36.72262548262548,0.0,2.495976450617748,0.0,46.148648648648646,0.7785328185328183,71.62,37.84,91.89,67.57,16
2025,TRIANG,BERA,TENGAH,Bandar,12,365,72885898,48910798,23975100,15200214,8774886,30184650.9,19137069.426,5879020.438,61578694.69,17882236.74,10986825.74,27395371,112,2702,306.7,294.0,10.0,6.2,249600.0,80.0,170282.66666666666,718555.0,1.259,0.2454999999999999,2.374166666666667,97.925,1.712432259222024,32.894017440794926,63.40000250259644,81547.95918367348,51701.4081632653,38.095238095238095,579.1927437641723,140.7958923202205,244.5605459029392,70.96035109217091,30.500000000000004,True,1.0,23975100.0,72885898.0,48910798.0,15200214.0,8774886.0,30184650.9,5879020.438,61578694.69,17882236.74,112.0,100.0,10.81081081081081,2.027027027027027,98.64864864864865,57.91,25,1,59,58,579.1927437641723,1,Dense network · low loss rate,32.88333333333333,30.423172207142745,2.460161126190587,0.49797420893445454,1793110.5290709226,0,1.6663889351774626,-0.5554629783924904,-0.7866666666666688,0.393322713715577,-1.0270270270270276,0.007768932733020455,-0.2517482517482541,2.036579073099705,32.0,30.972972972972972,0.0,2.460161126190587,0.0,60.74324324324324,0.02888030888030846,70.27,77.03,54.05,67.43,17
2025,RUNCHANG,PEKAN,PANTAI TIMUR,Pinggir Bandar,12,365,3709182,2178599,1530583,844883,685700,1763231.616,973305.216,471153.452,2509746.05,1141063.68,818657.6799999999,2040461,16,152,60.0,34.0,12.0,15.9,13000.0,78.14999999999999,8668.666666666666,36293.0,1.152,0.30775,2.5658333333333334,98.48333333333332,2.631971262622892,41.264704724653576,55.20007735614468,45017.14705882353,24849.5,47.05882352941176,254.96078431372547,176.56498500346075,267.0246802897961,54.5346956517772,57.75,True,1.0,1530583.0,3709182.0,2178599.0,844883.0,685700.0,1763231.616,471153.452,2509746.05,1141063.68,16.0,70.27027027027027,36.48648648648648,10.81081081081081,58.108108108108105,48.11,43,27,29,2,254.96078431372547,1,Dense network · low loss rate,41.300000000000004,35.77536648865524,5.524633511344763,0.448598299605409,204918.71176876788,0,1.7039766555198192,0.7809893004465815,-1.3866666666666632,0.3230178279717281,-0.8237837837837831,0.10622013833830614,1.9804195804195788,2.605312710786875,44.8,43.976216216216216,0.0,5.524633511344763,0.0,46.95945945945946,0.23212355212355296,82.43,43.24,64.86,65.41,18
2025,BUKIT UBI,KUANTAN,PANTAI TIMUR,Bandar,12,365,53203096,37643408,15559688,9724807,5834883,21223414.432,13264636.748000002,4438115.724,51345608.51,15169496.22,11264184.22,28265482,110,2004,374.9,238.0,37.0,15.9,178300.0,81.74166666666666,123414.83333333331,521400.0,1.364,0.2855,2.8181818181818183,97.80833333333334,1.435481125130547,29.24583185910835,62.50001285372817,65376.84033613445,40860.533613445376,46.21848739495798,518.5497198879551,126.07631983729672,215.8841537090901,70.45609807692588,95.25,True,1.0,15559688.0,53203096.0,37643408.0,9724807.0,5834883.0,21223414.432,4438115.724,51345608.51,15169496.22,110.0,93.24324324324324,33.78378378378378,89.86486486486487,95.94594594594594,78.11,4,6,68,62,518.5497198879551,1,Dense network · low loss rate,29.233333333333334,29.59028851650176,-0.3569551831684293,0.5367562514674112,-189911.20877807526,0,1.881474223803131,-1.881474223803131,-0.726666666666663,0.4024015950750248,-0.4611583011583014,0.09759394501779559,0.050349650349651665,1.4235995934493437,27.5,27.038841698841697,0.0,0.0,0.0,66.82432432432432,0.5947490347490347,29.73,93.24,83.78,65.0,19
2025,ULU SUNGAI,RAUB,BARAT,Luar Bandar,12,365,1975550,855623,1119927,643958,475969,1108727.73,637518.42,360549.017,847066.77,636059.85,438235.85,1106941,17,100,62.8,26.0,32.0,12.199999999999998,7400.0,73.14999999999999,4763.083333333333,19695.0,0.99,0.32225,2.330833333333333,97.875,3.1961506203367187,56.68937764166942,57.49999776771164,43074.11538461538,24767.615384615383,65.38461538461539,183.1955128205128,235.1264761971412,370.40470839631575,24.910305476863417,78.49999999999999,True,1.0,1119927.0,1975550.0,855623.0,643958.0,475969.0,1108727.73,360549.017,847066.77,636059.85,17.0,66.21621621621621,93.24324324324324,78.37837837837837,40.54054054054054,71.55,9,39,5,-34,183.19551282051282,0,Sparse network · high loss rate,56.69166666666666,48.851983696887466,7.839682969779202,0.49901809655072277,154876.85690947302,0,1.5435461611099004,-1.5435461611099004,-4.719999999999999,4.2810406188324815e-05,-1.8511196911196914,0.0029274541647464573,-5.299300699300701,3.326117189089338,53.5,51.64888030888031,0.0,7.839682969779202,0.0,58.31081081081081,0.0,91.89,68.24,25.68,64.93,20
2025,SG SEMANTAN,RAUB,BARAT,Pinggir Bandar,12,365,7076835,3973979,3102856,2522622,580234,3658267.224,2974171.338,800646.4750000001,4685321.25,1825472.05,1169797.05,2946842,28,324,98.9,52.0,12.0,10.0,29800.0,65.05833333333334,16930.583333333332,70086.0,1.179,0.258,2.498333333333333,98.53333333333336,2.75267087929105,43.845250030557445,81.30000232044284,59670.307692307695,48511.96153846154,53.84615384615385,325.588141025641,183.26929078049093,408.2135278279405,61.038486955403535,43.0,True,1.0,3102856.0,7076835.0,3973979.0,2522622.0,580234.0,3658267.224,800646.4750000001,4685321.25,1825472.05,28.0,90.54054054054052,75.67567567567568,10.81081081081081,77.02702702702703,68.85,12,11,21,10,325.588141025641,1,Dense network · low loss rate,43.84166666666667,41.30506556278177,2.5366011038849003,0.44872903270219444,179511.074730113,0,1.3796401898384907,0.5518560759353954,-0.4066666666666592,0.7370485759711553,-0.1575289575289577,0.7372538716646245,1.0447552447552448,2.3547954748544644,46.4,46.24247104247104,0.0,2.5366011038849003,0.0,40.33783783783784,0.8983783783783784,72.97,18.92,97.3,64.05,21
2025,CHINI,PEKAN,PANTAI TIMUR,Luar Bandar,12,365,901999,514157,387842,272264,115578,374655.372,263007.024,136563.641,496675.65,317566.44,184118.44,462017,11,45,44.9,22.0,31.0,11.1,2900.0,85.22500000000001,2125.6666666666665,8936.0,0.966,0.353,2.575,98.45,1.4164349186559466,42.99805210427062,70.19972050474162,17629.18181818182,12375.636363636364,50.0,96.62121212121212,182.45664105378705,350.9152111290361,36.061604791779104,74.25,True,1.0,387842.0,901999.0,514157.0,272264.0,115578.0,374655.372,136563.641,496675.65,317566.44,11.0,13.513513513513514,56.08108108108109,73.64864864864865,13.513513513513514,36.18,56,65,26,-39,96.62121212121211,0,Sparse network · high loss rate,43.00833333333333,40.9770464161605,2.0312869171728347,0.46205331367290153,18322.187680029798,0,1.8190811391944566,-0.22483025315886412,-2.806666666666672,0.0011020680544509246,-1.0189961389961384,0.010357614053308869,-1.6405594405594388,2.0903585255721326,43.7,42.681003861003866,0.0,2.0312869171728347,0.0,56.01351351351351,0.03691119691119771,64.86,63.51,55.41,61.62,22
